"ID","CSys ID","X","Y","Z","1..Simcenter NASTRAN Case 1, 2..T1 Translation","1..Simcenter NASTRAN Case 1, 3..T2 Translation","1..Simcenter NASTRAN Case 1, 4..T3 Translation"
1,0,0.00073948,0.,-0.004286,0.,0.,0.
2,0,0.0044091,0.,-0.006009,0.,0.,0.
3,0,0.008281,0.,-0.00717,0.,0.,0.
4,0,0.0122628,0.,-0.007933,0.,0.,0.
5,0,0.0162841,0.,-0.008446,0.,0.,0.
6,0,0.021,0.,-0.008771,0.,0.,0.
7,0,0.0243764,0.,-0.008985,0.,0.,0.
8,0,0.0284301,0.,-0.009026,0.,0.,0.
9,0,0.0324846,0.,-0.008933,0.,0.,0.
10,0,0.036537,0.,-0.008773,0.,0.,0.
11,0,0.0405835,0.,-0.008523,0.,0.,0.
12,0,0.0446254,0.,-0.008201,0.,0.,0.
13,0,0.048664,0.,-0.007833,0.,0.,0.
14,0,0.0526968,0.,-0.007407,0.,0.,0.
15,0,0.0567238,0.,-0.006926,0.,0.,0.
16,0,0.0607458,0.,-0.006401,0.,0.,0.
17,0,0.0647633,0.,-0.005842,0.,0.,0.
18,0,0.0687771,0.,-0.005258,0.,0.,0.
19,0,0.0727865,0.,-0.00465,0.,0.,0.
20,0,0.076789,0.,-0.004,0.,0.,0.
21,0,0.0807851,0.,-0.003311,0.,0.,0.
22,0,0.0847751,0.,-0.002586,0.,0.,0.
23,0,0.0887598,0.,-0.001831,0.,0.,0.
24,0,0.0927395,0.,-0.001049,0.,0.,0.
25,0,0.0927445,0.004,-0.001049,0.00041476,-0.000517057,-0.0000475906
26,0,0.0927496,0.008,-0.001049,0.000732264,-0.000880892,0.000298318
27,0,0.0927547,0.012,-0.001049,0.000910177,-0.00117915,0.00171179
28,0,0.0927598,0.016,-0.001049,0.000830477,-0.00142951,0.00476912
29,0,0.0927648,0.02,-0.001049,0.000483173,-0.0016338,0.00955506
30,0,0.0927699,0.024,-0.001049,-0.000104561,-0.0017911,0.0159085
31,0,0.092775,0.028,-0.001049,-0.000868912,-0.00189949,0.0234661
32,0,0.09278,0.032,-0.001049,-0.00171671,-0.00195732,0.0316976
33,0,0.0927851,0.036,-0.001049,-0.00252194,-0.00196322,0.039898
34,0,0.0927902,0.04,-0.001049,-0.00311729,-0.00191565,0.0471491
35,0,0.0927952,0.044,-0.001049,-0.00333604,-0.00181086,0.0525484
36,0,0.0928003,0.048,-0.001049,-0.0030185,-0.00163669,0.0552327
37,0,0.0928054,0.052,-0.001049,-0.00233904,-0.00135934,0.0561157
38,0,0.0928105,0.056,-0.001049,-0.000961328,-0.000872565,0.0531136
39,0,0.0928155,0.06,-0.001049,0.000551532,0.0000658951,0.0490719
40,0,0.0928206,0.064,-0.001048,0.00189334,-0.000918222,0.0458546
41,0,0.0928257,0.068,-0.001048,0.00297789,-0.00145978,0.0445593
42,0,0.0928307,0.072,-0.001048,0.00334866,-0.00179137,0.0475001
43,0,0.0928358,0.076,-0.001048,0.00329619,-0.00201626,0.0528027
44,0,0.0928409,0.08,-0.001048,0.0026252,-0.00216844,0.0614864
45,0,0.0928459,0.084,-0.001048,0.00148634,-0.00226128,0.0727456
46,0,0.092851,0.088,-0.001048,0.000048714,-0.00229857,0.0856815
47,0,0.0928561,0.092,-0.001048,-0.0014788,-0.00228118,0.0991732
48,0,0.0928612,0.096,-0.001048,-0.00288123,-0.00220891,0.112063
49,0,0.0928662,0.1,-0.001048,-0.00391835,-0.00208054,0.123065
50,0,0.0928713,0.104,-0.001048,-0.00434239,-0.00189154,0.130866
51,0,0.0928764,0.108,-0.001048,-0.0039321,-0.00162828,0.134288
52,0,0.0928814,0.112,-0.001048,-0.00262678,-0.00125582,0.133033
53,0,0.0928865,0.116,-0.001048,-0.000852721,-0.000669306,0.128924
54,0,0.0928916,0.12,-0.001048,0.000580026,0.000388458,0.125898
55,0,0.0928967,0.124,-0.001048,0.00200872,-0.000575887,0.122648
56,0,0.0929017,0.128,-0.001048,0.00386983,-0.00109128,0.117957
57,0,0.0929068,0.132,-0.001048,0.00535745,-0.00140085,0.115703
58,0,0.0929119,0.136,-0.001047,0.00602136,-0.00160624,0.117837
59,0,0.0929169,0.14,-0.001047,0.00589421,-0.00174175,0.124225
60,0,0.092922,0.144,-0.001047,0.0051474,-0.00182196,0.133957
61,0,0.0929271,0.148,-0.001047,0.00398146,-0.00185171,0.145985
62,0,0.0929321,0.152,-0.001047,0.00259754,-0.00183229,0.159242
63,0,0.0929372,0.156,-0.001047,0.0011788,-0.00176331,0.17275
64,0,0.0929423,0.16,-0.001047,-0.000094024,-0.0016434,0.18554
65,0,0.0929474,0.164,-0.001047,-0.00103154,-0.00146904,0.196598
66,0,0.0929524,0.168,-0.001047,-0.00146008,-0.0012312,0.204985
67,0,0.0929575,0.172,-0.001047,-0.00123226,-0.000905125,0.209955
68,0,0.0929626,0.176,-0.001047,-0.000429518,-0.000400268,0.211621
69,0,0.0929676,0.18,-0.001047,0.000527265,0.000510205,0.211656
70,0,0.0929727,0.184,-0.001047,0.000370553,-0.000336097,0.217853
71,0,0.0929778,0.188,-0.001047,-0.00182558,-0.000744289,0.235964
72,0,0.0929828,0.192,-0.001047,-0.00573234,-0.000926616,0.263698
73,0,0.0929879,0.196,-0.001047,-0.0106328,-0.000964631,0.296816
74,0,0.092993,0.2,-0.001047,-0.015757,-0.000879802,0.331115
75,0,0.0929981,0.204,-0.001046,-0.0203837,-0.000686749,0.362561
76,0,0.0930031,0.208,-0.001046,-0.0238307,-0.000372056,0.387399
77,0,0.0930082,0.212,-0.001046,-0.0254932,0.0000548223,0.402205
78,0,0.0930133,0.216,-0.001046,-0.0248783,0.000589913,0.40418
79,0,0.0930183,0.22,-0.001046,-0.0216953,0.00122626,0.391617
80,0,0.0930234,0.224,-0.001046,-0.0161009,0.0019543,0.365242
81,0,0.0930285,0.228,-0.001046,-0.00876778,0.00277249,0.328587
82,0,0.0930335,0.232,-0.001046,-0.00163418,0.00369859,0.291925
83,0,0.0930386,0.236,-0.001046,0.00172438,0.00476882,0.273654
84,0,0.0930437,0.24,-0.001046,0.00038161,0.00596108,0.281631
85,0,0.0930488,0.244,-0.001046,-0.00157918,0.00493706,0.292668
86,0,0.0930538,0.248,-0.001046,0.00028924,0.0039253,0.280925
87,0,0.0930589,0.252,-0.001046,0.00588905,0.0030014,0.251273
88,0,0.093064,0.256,-0.001046,0.0121224,0.00218918,0.219426
89,0,0.093069,0.26,-0.001046,0.017285,0.00147546,0.194319
90,0,0.0930741,0.264,-0.001046,0.0207081,0.00085979,0.179425
91,0,0.0930792,0.268,-0.001046,0.022137,0.000350462,0.17597
92,0,0.0930842,0.272,-0.001046,0.0216859,-0.0000456238,0.183166
93,0,0.0930893,0.276,-0.001045,0.0196365,-0.000328276,0.199295
94,0,0.0930944,0.28,-0.001045,0.0163756,-0.000488255,0.2221
95,0,0.0930995,0.284,-0.001045,0.012333,-0.000529713,0.249058
96,0,0.0931045,0.288,-0.001045,0.00799915,-0.00045432,0.277324
97,0,0.021,0.048,0.,-0.000276249,-0.0000422799,-0.00212738
98,0,0.021,0.052,0.,-0.000307274,-0.000044898,-0.00238159
99,0,0.021,0.056,0.,-0.000333251,-0.0000472623,-0.00263058
100,0,0.021,0.06,0.,-0.000367147,-0.0000502839,-0.0028706
101,0,0.0250909,0.06,0.,-0.00034731,-0.0000290471,0.000276833
102,0,0.0291818,0.06,0.,-0.000332999,-0.0000204766,0.00298872
103,0,0.0332727,0.06,0.,-0.000322733,-0.0000208205,0.00537232
104,0,0.0373636,0.06,0.,-0.000316499,-0.0000271492,0.00753901
105,0,0.0414545,0.06,0.,-0.000314066,-0.0000367549,0.00958742
106,0,0.0455455,0.06,0.,-0.000315438,-0.0000471192,0.0116144
107,0,0.0496364,0.06,0.,-0.000320601,-0.0000556385,0.0137166
108,0,0.0537273,0.06,0.,-0.000329499,-0.0000597366,0.0159912
109,0,0.0578182,0.06,0.,-0.000342113,-0.0000572465,0.0185387
110,0,0.0619091,0.06,0.,-0.000359421,-0.0000455795,0.021482
111,0,0.066,0.06,0.,-0.000386669,-0.0000216425,0.0249308
112,0,0.066,0.056,0.,-0.000338906,-0.0000226116,0.0221927
113,0,0.066,0.052,0.,-0.000307817,-0.0000230802,0.0195429
114,0,0.066,0.048,0.,-0.000277683,-0.0000209427,0.0169955
115,0,0.0619091,0.048,0.,-0.000294089,-0.0000435831,0.0143944
116,0,0.0578182,0.048,0.,-0.000308416,-0.0000569421,0.0122436
117,0,0.0537273,0.048,0.,-0.000320265,-0.0000603671,0.0104741
118,0,0.0496364,0.048,0.,-0.000328182,-0.0000562355,0.00897404
119,0,0.0455455,0.048,0.,-0.000332207,-0.0000476758,0.00764606
120,0,0.0414545,0.048,0.,-0.000332401,-0.0000372917,0.00639318
121,0,0.0373636,0.048,0.,-0.000328776,-0.0000276833,0.00511891
122,0,0.0332727,0.048,0.,-0.000321331,-0.0000215174,0.00372672
123,0,0.0291818,0.048,0.,-0.000310241,-0.0000213163,0.00212018
124,0,0.0250909,0.048,0.,-0.000296094,-0.0000296446,0.000197039
125,0,0.0250909,0.052,0.,-0.000310541,-0.0000255081,0.000160142
126,0,0.0250909,0.056,0.,-0.000330333,-0.0000256745,0.00018175
127,0,0.0291818,0.052,0.,-0.000316685,-0.0000185531,0.00233186
128,0,0.0291818,0.056,0.,-0.000326072,-0.0000180117,0.00262164
